gene	splice_event	avg_dpsi	stdev_dpsi	freq	coord	str
GAS2	GAS2_22731331-22731396_22726291-22726433_22737704-22737768	-0.233	0.00989949493661165	2		chr11:22731331-22731396	+
CHKB-CPT1B	CHKB-CPT1B_50578549-50578659_50577774-50577934_50579035-50579255	-0.317111111111111	0.0482496180402046	27		chr22:50578549-50578659	-
CD4	CD4_6800072-6800187_6789488-6789662_6814141-6814300	-0.2722	0.0217761337247914	5		chr12:6800072-6800187	+
RIC3	RIC3_8128219-8128354_8126658-8126807_8137377-8137471	-0.4092	0.0940595556017569	5		chr11:8128219-8128354	-
CARS1	CARS1_3047753-3048001_3042164-3042256_3057342-3057437	-0.403666666666667	0.107220644778264	6		chr11:3047753-3048001	-
LRRC27	LRRC27_132348963-132349057_132347983-132348356_132351606-132351753	-0.309222222222222	0.146666098483748	9		chr10:132348963-132349057	+
EDRF1	EDRF1_125729003-125729104_125725681-125725838_125729357-125729479	-0.65	0.0349094065642295	4		chr10:125729003-125729104	+
FGFR2	FGFR2_121564502-121564579_121551289-121551459_121593708-121593967	-0.3135	0.0738440549025068	10		chr10:121564502-121564579	-
INPP5F	INPP5F_119781061-119781242_119757894-119757977_119781634-119781771	-0.524833333333333	0.220245696136534	6		chr10:119781061-119781242	+
ABLIM1	ABLIM1_114447880-114448020_114445311-114445403_114451623-114451671	-0.335666666666667	0.103987980074622	9		chr10:114447880-114448020	-
OFD1	OFD1_13736108-13736296_13735247-13735346_13736477-13736547	-0.351428571428571	0.153446904110029	7		chrX:13736108-13736296	+
OFD1	OFD1_13751249-13751368_13749426-13749533_13756577-13756767	-0.351	0	2		chrX:13751249-13751368	+
A1BG-AS1	A1BG-AS1_58353321-58353461_58347752-58347844_58353713-58354039	-0.355	0.15303376533737	4		chr19:58353321-58353461	+
SLC43A1	SLC43A1_57515100-57515201_57513957-57514124_57515443-57515686	-0.381833333333333	0.128572806870919	6		chr11:57515100-57515201	-
ZNF271P	ZNF271P_35291010-35291232_35290281-35290391_35305975-35308549	-0.262153846153846	0.0368529649504762	13		chr18:35291010-35291232	+
C12orf73	C12orf73_103953414-103953534_103950201-103951630_103965515-103965695	-0.3185	0.0376342043005207	4		chr12:103953414-103953534	-
NUTM2A-AS1	NUTM2A-AS1_87246115-87246212_87238397-87238849_87288441-87288495	-0.416526315789474	0.0646798684299602	19		chr10:87246115-87246212	-
P3H3	P3H3_6833742-6833809_6833529-6833644_6833924-6834049	-0.274866666666667	0.0211486800218516	15		chr12:6833742-6833809	+
P3H3	P3H3_6833744-6833809_6833591-6833644_6833924-6834049	-0.281	0.012	9		chr12:6833744-6833809	+
P3H3	P3H3_6833746-6833809_6833428-6833644_6833924-6834049	-0.29625	0.027169919864706	12		chr12:6833746-6833809	+
RCOR3	RCOR3_211312720-211312835_211304082-211304140_211313423-211313672	-0.308	0	2		chr1:211312720-211312835	+
IMPDH1	IMPDH1_128409289-128409484_128405766-128405865_128409755-128409982	-0.6685	0.185969083452062	2		chr7:128409289-128409484	-
TAF2	TAF2_119793366-119793451_119791323-119791459_119795531-119795631	-0.387	0	2		chr8:119793366-119793451	-
MTMR7	MTMR7_17346014-17346159_17341362-17341497_17348952-17349081	-0.249	0.0471593044902064	4		chr8:17346014-17346159	-
AC093752.1	AC093752.1_119457971-119458077_119454895-119455133_119460182-119460242	-0.492	0.229054578648845	4		chr4:119457971-119458077	+
AC093752.1	AC093752.1_119457971-119458170_119454790-119455133_119460182-119460244	-0.507	0.243246103086291	4		chr4:119457971-119458170	+
AIMP1	AIMP1_106320866-106321451_106316549-106316594_106324984-106325118	-0.3765	0.165910518051147	6		chr4:106320866-106321451	+
PI4K2B	PI4K2B_25259037-25259190_25256542-25256674_25260523-25260591	-0.4	5.8513891142945e-17	10		chr4:25259037-25259190	+
RFFL	RFFL_35021371-35021781_35016369-35016580_35089104-35089295	-0.333	0	2		chr17:35021371-35021781	-
TMEM177	TMEM177_119680832-119681123_119679202-119679276_119685657-119686507	-0.366	0.029698484809835	2		chr2:119680832-119681123	+
FAM13A	FAM13A_88805011-88805052_88790585-88790627_88822975-88823201	-0.435	0	4		chr4:88805011-88805052	-
PHLDB1	PHLDB1_118613294-118613450_118610426-118610526_118613815-118613896	-0.366125	0.13322530594019	8		chr11:118613294-118613450	+
DCAF4	DCAF4_72942270-72942502_72941744-72941824_72942993-72943096	-0.244	0.00848528137423858	2		chr14:72942270-72942502	+
TARS3	TARS3_101699331-101699435_101685895-101686062_101701085-101701184	-0.29025	0.0905405065886718	4		chr15:101699331-101699435	-
PCDH19	PCDH19_100403524-100403664_100402523-100402851_100406450-100410273	-0.398	0.169021892073187	11		chrX:100403524-100403664	-
ST3GAL5	ST3GAL5_85870072-85870258_85863361-85863485_85888607-85888721	-0.571	1.18687833744435e-16	8		chr2:85870072-85870258	-
RAB4B-EGLN2	RAB4B-EGLN2_40807138-40807274_40800338-40801415_40807808-40808418	-0.776	0.131635861375235	3		chr19:40807138-40807274	+
KLHL5	KLHL5_39062559-39063035_39045038-39045096_39075964-39076147	-0.256333333333333	0.0125033328890074	3		chr4:39062559-39063035	+
PSTK	PSTK_122987334-122987504_122986868-122986962_122990173-122990390	-0.374111111111111	0.109728579281385	9		chr10:122987334-122987504	+
GGA1	GGA1_37613024-37613191_37608959-37609154_37614189-37614274	-0.516222222222222	0.132033876124442	9		chr22:37613024-37613191	+
GGA1	GGA1_37613033-37613191_37609059-37609154_37614189-37614274	-0.588833333333333	0.0474569980789627	6		chr22:37613033-37613191	+
AC019257.8	AC019257.8_1880048-1880164_1876570-1876734_1882634-1882749	-0.3098	0.0328930928244146	10		chr8:1880048-1880164	+
TARS2	TARS2_150496810-150496908_150492184-150492489_150497529-150497587	-0.314071428571429	0.0545843937765736	14		chr1:150496810-150496908	+
C21orf62-AS1	C21orf62-AS1_32884104-32884227_32784796-32784919_32885931-32886068	-0.7815	0.0162634559672906	2		chr21:32884104-32884227	+
MYO15B	MYO15B_75590907-75591016_75590625-75590689_75591171-75591246	-0.41	0	5		chr17:75590907-75591016	+
MYO15B	MYO15B_75606933-75607003_75605863-75606021_75610165-75610259	-0.644142857142857	0.126872957137237	14		chr17:75606933-75607003	+
MYO15B	MYO15B_75620467-75620636_75620207-75620357_75621030-75621176	-0.208	1.14064572656965e-16	19		chr17:75620467-75620636	+
CDK5RAP2	CDK5RAP2_120517757-120517886_120491306-120491477_120518426-120518645	-0.376333333333333	0.246561013409122	3		chr9:120517757-120517886	-
ANK1	ANK1_41672516-41672912_41672353-41672426_41684543-41684690	-0.392888888888889	0.126325417518056	9		chr8:41672516-41672912	-
ITGA10	ITGA10_145895983-145896096_145895630-145895711_145896267-145896352	-0.352	0	4		chr1:145895983-145896096	-
MCF2L2	MCF2L2_183310516-183310655_183309715-183309835_183310914-183311029	-0.3265	0.108187337521542	2		chr3:183310516-183310655	-
RNASEH1-AS1	RNASEH1-AS1_3559448-3559729_3558473-3558998_3561316-3564842	-0.493	0.151089377522048	3		chr2:3559448-3559729	+
SFXN2	SFXN2_102727675-102727791_102726986-102727157_102728430-102728511	-0.3846	0.165645672714046	10		chr10:102727675-102727791	+
PXYLP1	PXYLP1_141232333-141232435_141231878-141231911_141234215-141234318	-0.343333333333333	0.100288915971141	6		chr3:141232333-141232435	+
TAF15	TAF15_35817240-35817317_35809971-35810063_35817715-35817755	-0.58375	0.295296884507778	4		chr17:35817240-35817317	+
IL4R	IL4R_27341070-27341313_27340185-27340273_27342120-27342154	-0.485777777777778	0.182149511238555	9		chr16:27341070-27341313	+
FAIM	FAIM_138610604-138611037_138608605-138608937_138621406-138621539	-0.798272727272727	0.116331501244582	11		chr3:138610604-138611037	+
AXL	AXL_41239694-41239720_41239163-41239314_41242882-41243015	-0.359444444444444	0.0355250302994632	9		chr19:41239694-41239720	+
CEP70	CEP70_138571266-138571356_138536918-138537347_138591853-138591956	-0.467	0.232456447533726	3		chr3:138571266-138571356	-
DZIP3	DZIP3_108603019-108603234_108602832-108602907_108605334-108605438	-0.568	0.259546720264387	5		chr3:108603019-108603234	+
CHMP2B	CHMP2B_87240323-87240453_87227308-87227556_87240698-87240790	-0.215	0.0127279220613579	2		chr3:87240323-87240453	+
ATP7B	ATP7B_51949662-51949796_51946283-51946478_51950006-51950161	-0.298	0	3		chr13:51949662-51949796	-
ATP7B	ATP7B_51972595-51972832_51970491-51970749_51973934-51974175	-0.36	0.131730786075238	3		chr13:51972595-51972832	-
SLC2A8	SLC2A8_127402557-127402753_127399906-127400006_127403659-127403803	-0.233444444444444	0.023436675911438	9		chr9:127402557-127402753	+
THRB	THRB_24146675-24146822_24143500-24143706_24152389-24152490	-0.399	0	14		chr3:24146675-24146822	-
IVNS1ABP	IVNS1ABP_185306485-185306625_185305535-185305643_185307013-185307139	-0.423666666666667	0.232476808879223	6		chr1:185306485-185306625	-
PPP6R2	PPP6R2_50436988-50437068_50436366-50436452_50437505-50437603	-0.2245	0.0261629509039023	2		chr22:50436988-50437068	+
ZSCAN32	ZSCAN32_3393649-3393814_3384820-3384941_3397191-3397744	-0.603	0.0801093003339812	5		chr16:3393649-3393814	-
STAB1	STAB1_52521361-52521510_52520641-52521005_52521595-52521700	-0.2219	0.0150189354167541	20		chr3:52521361-52521510	+
SEMA3F	SEMA3F_50175096-50175188_50174230-50174350_50176767-50176861	-0.283714285714286	0.0499089647448709	7		chr3:50175096-50175188	+
RBM5	RBM5_50110379-50110463_50109602-50109688_50110678-50110770	-0.2105	0.00888819441731559	4		chr3:50110379-50110463	+
DAG1	DAG1_49487254-49487415_49470295-49470433_49488625-49488745	-0.3525	0.0491290816794561	4		chr3:49487254-49487415	+
ATRIP	ATRIP_48459787-48459916_48459358-48459454_48460109-48460162	-0.3020625	0.00862916566071135	16		chr3:48459787-48459916	+
BBS1	BBS1_66523172-66523365_66521269-66521376_66523455-66523531	-0.249	0.0579827560572969	2		chr11:66523172-66523365	+
TBC1D25	TBC1D25_48541285-48541442_48539797-48539920_48559157-48559284	-0.559	0.270148107526223	5		chrX:48541285-48541442	+
TBC1D25	TBC1D25_48544869-48545023_48541284-48541442_48559157-48559284	-0.657	0.014142135623731	2		chrX:48544869-48545023	+
LETMD1	LETMD1_51052092-51052246_51049033-51049185_51053777-51053860	-0.258	0	2		chr12:51052092-51052246	+
PCK2	PCK2_24094766-24094845_24094149-24094254_24096891-24097137	-0.416333333333333	0.170907382325438	3		chr14:24094766-24094845	+
TMC6	TMC6_78120653-78120832_78119296-78119392_78121012-78121164	-0.233333333333333	0.0132790561913614	3		chr17:78120653-78120832	-
XYLB	XYLB_38362937-38363017_38360338-38360408_38365198-38365285	-0.34	0	4		chr3:38362937-38363017	+
FAM193B	FAM193B_177547168-177547228_177538904-177539042_177553167-177553266	-0.642090909090909	0.134646540650293	11		chr5:177547168-177547228	-
CMC1	CMC1_28263291-28263380_28241583-28241812_28316332-28316423	-0.261	0.012	4		chr3:28263291-28263380	+
BAIAP2	BAIAP2_81110914-81110955_81108474-81108509_81115769-81116225	-0.24	0.0367695526217005	2		chr17:81110914-81110955	+
BAIAP2	BAIAP2_81110914-81110959_81108474-81108509_81115769-81116224	-0.365666666666667	0.107108978770845	3		chr17:81110914-81110959	+
OXNAD1	OXNAD1_16272145-16272321_16271658-16271722_16286341-16286448	-0.374142857142857	0.0997019367438576	7		chr3:16272145-16272321	+
DPH3	DPH3_16264155-16264229_16257060-16260829_16264768-16264943	-0.2915	0.0190918830920368	2		chr3:16264155-16264229	-
CMTR2	CMTR2_71288878-71288937_71281388-71285939_71289135-71289539	-0.7211	0.0245241377694167	10		chr16:71288878-71288937	-
ELF2	ELF2_139067684-139067770_139061864-139062057_139071865-139072003	-0.2085	0.00777817459305201	2		chr4:139067684-139067770	-
TSEN2	TSEN2_12505154-12505231_12503261-12503784_12519058-12519197	-0.344444444444444	0.034380630851946	9		chr3:12505154-12505231	+
CALM3	CALM3_46602597-46602639_46602071-46602210_46605826-46605857	-0.4925	0.214253354699524	2		chr19:46602597-46602639	+
LEF1	LEF1_108081586-108081669_108079491-108079614_108083355-108083446	-0.346333333333333	0.115845874620837	6		chr4:108081586-108081669	-
MTMR14	MTMR14_9697711-9697866_9689963-9690143_9701789-9702216	-0.427333333333333	0.0160416125540213	3		chr3:9697711-9697866	+
JMJD7-PLA2G4B	JMJD7-PLA2G4B_41843126-41843223_41842192-41842591_41843675-41843811	-0.303888888888889	0.0671536381077832	9		chr15:41843126-41843223	+
DTYMK	DTYMK_241682799-241682915_241682154-241682333_241685768-241685877	-0.625375	0.0717016387539364	8		chr2:241682799-241682915	-
ATG4B	ATG4B_241671312-241671425_241668539-241668685_241672190-241673854	-0.537	0.178075826545885	3		chr2:241671312-241671425	+
ATG4B	ATG4B_241671312-241671441_241668539-241668685_241672190-241672628	-0.527	0.253144227664784	2		chr2:241671312-241671441	+
SEPTIN2	SEPTIN2_241324409-241324662_241315945-241315982_241325992-241326113	-0.536142857142857	0.172772797512917	14		chr2:241324409-241324662	+
SEMA4D	SEMA4D_89381055-89381098_89363740-89363950_89386366-89386482	-0.88575	0.0305	4		chr9:89381055-89381098	-
KIF1A	KIF1A_240734719-240734745_240726825-240726940_240737062-240737168	-0.291571428571429	0.0222999039075444	7		chr2:240734719-240734745	-
ANKMY1	ANKMY1_240529037-240529509_240525684-240525849_240560730-240560776	-0.4	0	2		chr2:240529037-240529509	-
UBA1	UBA1_47198167-47198355_47193836-47194024_47198802-47198919	-0.2635	0.0770746391493337	2		chrX:47198167-47198355	+
RARG	RARG_53227362-53227687_53215292-53215434_53231168-53231235	-0.364	5.82205865834546e-17	11		chr12:53227362-53227687	-
RMDN1	RMDN1_86494829-86494966_86488551-86488639_86506994-86507112	-0.283666666666667	0.0223681320930768	3		chr8:86494829-86494966	-
ZNF827	ZNF827_145870245-145870478_145849321-145849561_145885677-145885769	-0.2	3.04047097224406e-17	6		chr4:145870245-145870478	-
C3orf33	C3orf33_155805597-155805723_155802531-155802591_155806138-155806251	-0.506625	0.229619522253662	8		chr3:155805597-155805723	-
OBSL1	OBSL1_219557343-219557618_219556453-219556723_219557822-219558110	-0.317714285714286	0.0807067000228075	7		chr2:219557343-219557618	-
OBSL1	OBSL1_219558184-219558459_219557822-219558110_219559224-219559431	-0.253181818181818	0.0261603447294495	11		chr2:219558184-219558459	-
C4orf50	C4orf50_6007996-6008532_5994346-5994476_6011829-6011968	-0.789285714285714	0.158948329429948	7		chr4:6007996-6008532	-
APTX	APTX_32988092-32988124_32987543-32987731_32989758-32989895	-0.563285714285714	0.0245541190415124	7		chr9:32988092-32988124	-
KLRG1	KLRG1_8995119-8995288_8992069-8992310_9008974-9009075	-0.735	0.0254558441227157	2		chr12:8995119-8995288	+
CNDP2	CNDP2_74497509-74497595_74496358-74496431_74499936-74500033	-0.402	0.174981903826272	4		chr18:74497509-74497595	+
CNDP2	CNDP2_74497509-74497726_74496371-74496431_74499936-74500033	-0.495	0.186294569611319	7		chr18:74497509-74497726	+
ACSF3	ACSF3_89114339-89114487_89112091-89112246_89120800-89120913	-0.252555555555556	0.027102172934615	9		chr16:89114339-89114487	+
STK38L	STK38L_27308339-27308461_27302135-27302188_27309113-27309197	-0.201	3.04047097224406e-17	6		chr12:27308339-27308461	+
RPE	RPE_210003438-210003468_210002627-210002783_210015972-210016112	-0.294571428571429	0.0573145041063113	7		chr2:210003438-210003468	+
AMD1	AMD1_110890254-110890356_110874783-110875215_110892298-110892443	-0.3326	0.160478347449119	5		chr6:110890254-110890356	+
MCM3	MCM3_52265235-52265385_52264620-52264786_52266074-52266144	-0.348142857142857	0.0766603517067951	7		chr6:52265235-52265385	-
BRD2	BRD2_32975021-32975112_32974461-32974765_32975383-32975521	-0.3216	0.111654825242799	5		chr6:32975021-32975112	+
NIN	NIN_50821874-50822000_50806736-50806818_50830463-50830517	-0.481	0	4		chr14:50821874-50822000	-
NIN	NIN_50821874-50822077_50805916-50806818_50830463-50830479	-0.4405	0.00550454357780916	6		chr14:50821874-50822077	-
ABI2	ABI2_203355154-203355324_203351554-203351678_203366876-203366957	-0.4365	0.121152383385553	6		chr2:203355154-203355324	+
DHODH	DHODH_72015684-72015858_72014450-72014672_72017023-72017079	-0.356666666666667	0.120259441763769	3		chr16:72015684-72015858	+
PPIL3	PPIL3_200885262-200885367_200882341-200882435_200885697-200885772	-0.46	0.208124361860884	9		chr2:200885262-200885367	-
TMPO	TMPO_98544951-98545061_98537474-98537572_98546358-98546447	-0.291	0.0538609320379809	3		chr12:98544951-98545061	+
PRKRIP1	PRKRIP1_102395977-102396537_102376211-102376322_102399547-102399648	-0.44325	0.0980488823665693	4		chr7:102395977-102396537	+
RHBDD2	RHBDD2_75881365-75881486_75878998-75879260_75881828-75882124	-0.316666666666667	0.0763042156983042	3		chr7:75881365-75881486	+
METTL24	METTL24_110298922-110299150_110245927-110246260_110322773-110322872	-0.364	0	2		chr6:110298922-110299150	-
LEPROTL1	LEPROTL1_30104734-30104991_30104299-30104486_30105745-30108000	-0.246	0.0325115364140177	3		chr8:30104734-30104991	+
TTC38	TTC38_46269142-46269289_46268513-46268591_46272334-46272416	-0.3895	0.0675943784644848	4		chr22:46269142-46269289	+
AL139011.2	AL139011.2_160263265-160263462_160243959-160244034_160279800-160279845	-0.77	0.227541205059655	3		chr1:160263265-160263462	-
AC093899.2	AC093899.2_169497627-169497689_169493740-169493836_169499485-169499620	-0.363	0	2		chr2:169497627-169497689	+
GBGT1	GBGT1_133155178-133155312_133152947-133154261_133155900-133155936	-0.21684	0.00652354709239281	25		chr9:133155178-133155312	-
MARCHF7	MARCHF7_159715681-159715766_159712505-159712606_159729008-159729175	-0.300666666666667	0.0431547602627257	3		chr2:159715681-159715766	+
N4BP2L2	N4BP2L2_32446359-32446480_32442387-32444126_32477886-32478048	-0.38325	0.128585574618617	4		chr13:32446359-32446480	-
NAB1	NAB1_190649831-190649982_190649082-190649360_190659157-190659476	-0.24475	0.0225148099407183	4		chr2:190649831-190649982	+
OS9	OS9_57720099-57720263_57718992-57719182_57720405-57720518	-0.314	0.0835121890162491	15		chr12:57720099-57720263	+
DNAJB5	DNAJB5_34990499-34990611_34989744-34989831_34993199-34993444	-0.285	0.119515689346629	3		chr9:34990499-34990611	+
DNAJB5	DNAJB5_34990668-34990812_34989640-34989831_34993199-34993444	-0.326	0.108105504022691	6		chr9:34990668-34990812	+
MAPK12	MAPK12_50256788-50256964_50256598-50256646_50257081-50257193	-0.4276	0.292384678121135	5		chr22:50256788-50256964	-
MAPK12	MAPK12_50256935-50256964_50256598-50256646_50258242-50258301	-0.612	0.212132034355964	2		chr22:50256935-50256964	-
GTDC1	GTDC1_143957195-143957339_143952772-143952843_144007181-144007535	-0.307666666666667	0.0161658075373095	3		chr2:143957195-143957339	-
GTDC1	GTDC1_143970653-143970762_143952772-143952843_144007181-144007535	-0.498833333333333	0.0383166630419021	6		chr2:143970653-143970762	-
GTDC1	GTDC1_144007182-144007535_143970652-143970762_144141881-144142055	-0.3785	0.0298512981292272	6		chr2:144007182-144007535	-
RNF7	RNF7_141742644-141742907_141738318-141738509_141743508-141743556	-0.285	0.044	3		chr3:141742644-141742907	+
NCKAP5	NCKAP5_132725627-132725759_132671787-132673305_132728815-132728952	-0.739	0.0403825457345126	9		chr2:132725627-132725759	-
NMNAT3	NMNAT3_139573598-139573680_139560179-139561392_139578871-139579055	-0.46475	0.0529173884465211	4		chr3:139573598-139573680	-
NMNAT3	NMNAT3_139575583-139575994_139573597-139573680_139578871-139579055	-0.439	0.281493635215197	4		chr3:139575583-139575994	-
CCNYL1	CCNYL1_207737411-207737446_207733946-207734047_207740654-207740706	-0.332	0	4		chr2:207737411-207737446	+
POLR2D	POLR2D_127852925-127853105_127846698-127848185_127857765-127857949	-0.232454545454545	0.0203143478180504	11		chr2:127852925-127853105	-
PARL	PARL_183842298-183842384_183840569-183840640_183844230-183844274	-0.217666666666667	0.0106926766215636	3		chr3:183842298-183842384	-
RFT1	RFT1_53125909-53125994_53123723-53123840_53130337-53130411	-0.386071428571429	0.0385256443778073	14		chr3:53125909-53125994	-
