Gene	Exon_coord	Upstream_exon_coord	Downstream_exon_coord	hHistology
UBXN4	135761818-135761911	135755516-135755691	135769768-135769823	Medulloblastoma
MPDZ	13196121-13196230	13193166-13193313	13205035-13205107	Medulloblastoma
RABGAP1L	174231145-174231355	174220971-174221164	174241482-174241657	Medulloblastoma
CDK4	57749182-57749317	57747726-57748617	57749453-57749504	Medulloblastoma
AVIL	57807331-57807727	57806359-57806539	57808193-57808294	Medulloblastoma
PISD	31623684-31623849	31621648-31621885	31625762-31626016	Medulloblastoma
GRIPAP1	48998154-48998180	48997249-48997357	48999237-48999299	Medulloblastoma
RETSAT	85343999-85344165	85343638-85343798	85344238-85344348	Medulloblastoma
VPS13D	12358459-12358601	12356397-12356524	12362719-12362850	Medulloblastoma
HMGXB3	150037400-150037527	150032453-150032603	150040747-150040879	Medulloblastoma
ATP2B1	89642158-89642355	89634996-89635251	89655678-89656067	Medulloblastoma
POLM	44079861-44079959	44078350-44078811	44080732-44080916	Medulloblastoma
APBA3	3759561-3759600	3754194-3754340	3759688-3760301	Medulloblastoma
KIF1B	10352631-10352736	10348648-10348733	10360928-10361043	Medulloblastoma
MEGF6	3493771-3493899	3492638-3492767	3493995-3494124	Medulloblastoma
DDX39B	31539147-31539274	31536499-31536683	31540321-31540534	Medulloblastoma
SIL1	139021171-139021292	138951787-138951884	139026800-139026992	Medulloblastoma
SLC25A4	185145355-185145899	185144763-185145250	185146813-185147241	Medulloblastoma
SLC25A4	185145759-185145899	185144763-185145250	185146813-185150382	Medulloblastoma
CYBC1	82449170-82449292	82447579-82447621	82450699-82450717	Medulloblastoma
PLXNB2	50283050-50283186	50282710-50282881	50283336-50283445	Medulloblastoma
WDR90	660058-660161	659244-659376	660611-660714	Medulloblastoma
TP73	3682333-3682430	3652515-3652641	3683059-3683180	Medulloblastoma
MAST2	46028768-46028933	46027730-46027863	46029465-46029567	Medulloblastoma
HEATR6	60073746-60074159	60073163-60073279	60076129-60076185	Medulloblastoma
SKIV2L	31961196-31961386	31961040-31961094	31961546-31961675	Medulloblastoma
RECQL5	75630619-75630692	75630183-75630277	75630778-75630837	Medulloblastoma
SMARCC2	56171679-56171937	56171270-56171432	56172427-56172490	Medulloblastoma
TSPOAP1	58311892-58312722	58311570-58311722	58316022-58316132	Medulloblastoma
IGSF9	159936399-159936516	159934680-159934822	159936753-159936908	Medulloblastoma
TXN	110250820-110250879	110244777-110244843	110251357-110251462	Medulloblastoma
CDK2	55969475-55969576	55968777-55968948	55971043-55971087	Medulloblastoma
OSBPL5	3103239-3103320	3102182-3102281	3104192-3104251	Medulloblastoma
ABCD4	74288207-74288259	74287809-74287886	74288715-74288765	Medulloblastoma
MOV10	112696437-112696534	112696147-112696251	112696629-112696782	Medulloblastoma
EHMT2	31896606-31896824	31895400-31896516	31896922-31896989	Medulloblastoma
LAMTOR4	100149499-100149579	100148912-100148975	100153399-100153517	Medulloblastoma
DDR1	30896621-30896865	30894505-30894671	30897013-30897141	Medulloblastoma
PIGO	35093901-35094024	35088689-35093580	35094215-35094359	Medulloblastoma
CLTCL1	19208154-19208311	19201328-19201493	19208921-19209114	Medulloblastoma
APEH	49681101-49681239	49680540-49680629	49681721-49681805	Medulloblastoma
SLC6A3	1421876-1422014	1416097-1416201	1432463-1432698	Medulloblastoma
TMEM181	158583954-158584044	158536435-158536865	158585303-158585425	Medulloblastoma
TET1	68651846-68651936	68644697-68647005	68652500-68652594	Medulloblastoma
CAMK2B	44220616-44220632	44220059-44220294	44220825-44220901	Medulloblastoma
CACNA2D4	1853951-1854044	1846593-1846689	1856011-1856109	Medulloblastoma
APEH	49682348-49682436	49681886-49681967	49682545-49682736	Medulloblastoma
LRRC23	6905585-6905759	6904732-6904903	6906408-6906514	Medulloblastoma
CACNA1G	50606900-50606989	50604154-50604281	50607826-50608019	Medulloblastoma
SELENOW	47780725-47780749	47778676-47778814	47780863-47780895	Medulloblastoma
KLHDC3	43017853-43017968	43017133-43017346	43018144-43018216	Medulloblastoma
XPC	14148562-14148731	14147466-14148001	14148813-14148928	Medulloblastoma
RABAC1	41957018-41957119	41956682-41956934	41958285-41958383	Medulloblastoma
GSTA4	52985451-52985583	52984463-52984605	52987356-52987408	Medulloblastoma
BOLA2-SMG1P6	29446802-29446922	29444397-29444499	29454015-29454075	Medulloblastoma
BOLA2-SMG1P6	29446802-29447026	29444397-29444499	29454015-29454113	Medulloblastoma
LINC00680	57949859-57950011	57948872-57949068	57959027-57959111	Medulloblastoma
BSCL2	62692654-62692797	62692409-62692473	62694567-62694712	Medulloblastoma
BSCL2	62692663-62692797	62690786-62692473	62694567-62694711	Medulloblastoma
RPP30	90895454-90895483	90894772-90894891	90895879-90895917	Medulloblastoma
KARS1	75636454-75636547	75635911-75636098	75641563-75641723	Medulloblastoma
CENPX	82019641-82019694	82018837-82019381	82019857-82019909	Medulloblastoma
LTBP4	40611152-40611394	40610212-40610657	40611858-40611922	Medulloblastoma
UROD	45013136-45013215	45012690-45013019	45013291-45013354	Medulloblastoma
RSPH4A	116629567-116629702	116627628-116628369	116630434-116630552	Medulloblastoma
AKT3	243613671-243613739	243572925-243573048	243615095-243615161	Medulloblastoma
RABL2B	50769881-50770016	50769454-50769552	50775771-50775851	Medulloblastoma
SLC8B1	113320331-113320498	113318963-113319071	113320580-113320686	Medulloblastoma
EIF1B	40310893-40311056	40309706-40309972	40311469-40311571	Medulloblastoma
BCR	23295024-23295155	23292540-23292638	23309423-23309483	Medulloblastoma
KAT2A	42120706-42120829	42120224-42120370	42120965-42121058	Medulloblastoma
CXXC1	50286022-50286257	50285748-50285928	50286538-50286639	Medulloblastoma
MGME1	17975684-17975903	17969800-17970370	17989938-17991122	Medulloblastoma
PRPF40A	152679056-152679109	152677450-152677475	152679351-152679472	Medulloblastoma
COQ9	57456504-57456626	57452800-57452936	57458245-57458350	Medulloblastoma
COQ9	57456504-57456646	57452800-57452936	57458245-57458350	Medulloblastoma
IMMT	86153560-86153574	86151296-86151520	86158591-86158721	Medulloblastoma
UBE2Q2	75876187-75876271	75873427-75873568	75877960-75878021	Medulloblastoma
TMEM116	111936692-111936830	111933885-111934030	111937159-111937243	Medulloblastoma
TMEM116	111936742-111936830	111933885-111934030	111937159-111937243	Medulloblastoma
RTKN	74428631-74428737	74428267-74428396	74428847-74428942	Medulloblastoma
C2orf42	70165092-70165192	70160624-70160787	70165527-70165635	Medulloblastoma
GLUL	182385357-182385556	182378097-182384723	182385759-182385842	Medulloblastoma
CLHC1	55181570-55181744	55180509-55180712	55206269-55206376	Medulloblastoma
EIF2AK4	40016502-40016672	40011280-40011346	40017107-40017242	Medulloblastoma
AAAS	53315335-53315426	53315093-53315140	53315726-53315782	Medulloblastoma
AAAS	53315335-53315486	53315093-53315140	53315726-53315782	Medulloblastoma
SMCHD1	2778169-2778239	2777805-2777915	2784449-2784621	Medulloblastoma
PNPLA6	7561014-7561110	7560590-7560764	7561207-7561317	Medulloblastoma
GPR137B	236183778-236183906	236179878-236180028	236205125-236205198	Medulloblastoma
NUP54	76131230-76131284	76130655-76130749	76132522-76132719	Medulloblastoma
KLHL20	173774305-173774438	173766145-173766289	173775633-173775842	Medulloblastoma
METTL6	15424955-15425089	15415771-15415942	15426286-15426635	Medulloblastoma
PIH1D1	49448001-49448062	49447709-49447908	49449474-49449520	Medulloblastoma
LSM14B	62126304-62126439	62124616-62124780	62127584-62127701	Medulloblastoma
FAF2	176496486-176496663	176493998-176494275	176498913-176498977	Medulloblastoma
RCOR3	211295676-211295753	211289177-211289396	211304082-211304140	Medulloblastoma
PSMB6	4796728-4796795	4796143-4796296	4797437-4797569	Medulloblastoma
WDR90	666905-666989	666454-666792	667431-667829	Medulloblastoma
SGSM2	2379432-2379493	2379167-2379203	2380264-2380810	Medulloblastoma
EXOSC1	97438663-97438703	97436395-97436551	97441170-97441259	Medulloblastoma
EXOSC1	97438670-97438703	97436332-97436551	97441170-97441259	Medulloblastoma
UNC50	98616207-98616346	98610774-98610895	98616431-98616533	Medulloblastoma
KLHL20	173775634-173775842	173766145-173766289	173782123-173782230	Medulloblastoma
OGG1	9756471-9756621	9754703-9754885	9756766-9756816	Medulloblastoma
PIMREG	6450028-6450072	6449311-6449407	6450361-6450365	Medulloblastoma
PRMT5	22927526-22927660	22926701-22926814	22928125-22928143	Medulloblastoma
TMX3	68700405-68700485	68697930-68698031	68701744-68701790	Medulloblastoma
SNRPA	40757332-40757441	40751208-40751481	40759430-40759610	Medulloblastoma
SNRPA	40757332-40757504	40751202-40751481	40759430-40759610	Medulloblastoma
RCC1	28536262-28536381	28535870-28536026	28536746-28536875	Medulloblastoma
DDX11	31084583-31084669	31083812-31084061	31084968-31085068	Medulloblastoma
HDAC8	72568754-72568884	72567581-72568030	72572056-72572104	Medulloblastoma
STXBP3	108807401-108807549	108800219-108800305	108808782-108809523	Medulloblastoma
GAS5	173864675-173864704	173863900-173864506	173865228-173865282	Medulloblastoma
CDC45	19499101-19499151	19497385-19497447	19505361-19505370	Medulloblastoma
HCN3	155285724-155285964	155285164-155285311	155287172-155287337	Medulloblastoma
MGST3	165651978-165652035	165649754-165649964	165654278-165654351	Medulloblastoma
ABT1	26597914-26598110	26596952-26597223	26598264-26600739	Medulloblastoma
ZFAND6	80098416-80098578	80073265-80073330	80120327-80120405	Medulloblastoma
DMKN	35509911-35509961	35508204-35508240	35510183-35510211	Medulloblastoma
CPLANE1	37164273-37164327	37162464-37162566	37165538-37165671	Medulloblastoma
DENND5A	9147030-9147151	9145669-9145815	9150080-9150209	Medulloblastoma
CASC15	21802657-21802740	21783631-21783708	21909469-21909603	Medulloblastoma
MICOS10	19623474-19623583	19596976-19597109	19626386-19626606	Medulloblastoma
PPOX	161170409-161170519	161168992-161169183	161170619-161170769	Medulloblastoma
ANKAR	189737683-189737841	189728659-189728821	189741341-189741451	Medulloblastoma
SUZ12P1	30743301-30743369	30731705-30732123	30759490-30759539	Medulloblastoma
VAMP8	85579009-85579167	85561561-85561644	85581575-85581997	Medulloblastoma
ARFGAP2	47175851-47175923	47172280-47172333	47176515-47176634	Medulloblastoma
CROCCP2	16635027-16635168	16633094-16633346	16643027-16643145	Medulloblastoma
UTP23	116770192-116770366	116766507-116766791	116779482-116779586	Medulloblastoma
SLC35A1	87477362-87477539	87472924-87473019	87501157-87501310	Medulloblastoma
AKIP1	8912453-8912533	8911191-8911671	8914825-8914930	Medulloblastoma
RPS29	49586285-49586478	49585949-49586049	49598399-49598683	Medulloblastoma
RASSF2	4822329-4822403	4800971-4801062	4823556-4823608	Medulloblastoma
SENP2	185598958-185599024	185598393-185598545	185600764-185600825	Medulloblastoma
PRIMPOL	184685412-184685498	184682247-184682336	184685575-184685684	Medulloblastoma
ST18	52246586-52246664	52229692-52230077	52249357-52249412	Medulloblastoma
ATP7B	51958311-51958544	51957515-51957607	51964871-51965033	Medulloblastoma
TMEM9	201153858-201153959	201151760-201151852	201171489-201171574	Medulloblastoma
PRR3	30558150-30558212	30557294-30557450	30561833-30562124	Medulloblastoma
AGPAT5	6747670-6747828	6741660-6741751	6755050-6755174	Medulloblastoma
NAA60	3447482-3447620	3443693-3443837	3448470-3448540	Medulloblastoma
TMEM181	158573420-158573523	158536435-158536865	158580939-158580995	Medulloblastoma
DCDC1	31094050-31094184	31091392-31091511	31102176-31102282	Medulloblastoma
AKT3	243843125-243843282	243695590-243695716	243850039-243850041	Medulloblastoma
LINC00667	5241699-5241889	5238061-5239049	5243593-5243784	Medulloblastoma
SPAG9	51014232-51014353	51007268-51007326	51020158-51020258	Medulloblastoma
ZNF883	112999665-112999814	112997119-112999138	113001993-113002073	Medulloblastoma
ZDHHC16	97452090-97452284	97451670-97451918	97452414-97452465	Medulloblastoma
FDFT1	11802759-11802931	11795572-11796011	11808793-11808891	Medulloblastoma
TASOR2	5714135-5714207	5712822-5712918	5720543-5720668	Medulloblastoma
PSMA3-AS1	58273979-58274135	58266888-58267393	58291634-58291707	Medulloblastoma
ZNF780A	40090166-40090235	40084744-40084798	40090905-40090938	Medulloblastoma
RBM5	50105549-50105709	50104576-50105142	50106766-50106801	Medulloblastoma
CDHR1	84197786-84197836	84196504-84196650	84199031-84199121	Medulloblastoma
ERLEC1	53814543-53814603	53812948-53813073	53814859-53814935	Medulloblastoma
ERLEC1	53814543-53814620	53812948-53813073	53814859-53814935	Medulloblastoma
CCDC88A	55355579-55355751	55349517-55349599	55362307-55362448	Medulloblastoma
VPS13B	99156549-99156743	99147840-99148010	99170038-99170163	Medulloblastoma
MED13L	115968940-115969097	115966081-115966243	115970593-115970770	Medulloblastoma
SCMH1	41070595-41070721	41048689-41048890	41113282-41113526	Medulloblastoma
SCARB1	124800124-124800242	124795194-124795268	124807760-124807927	Medulloblastoma
PTK2	140702570-140702707	140700769-140701022	140706118-140706168	Medulloblastoma
CCDC57	82178474-82178605	82172637-82172860	82183773-82183932	Medulloblastoma
DENND5A	9207561-9207632	9206672-9206782	9264960-9264990	Medulloblastoma
KNTC1	122529991-122530192	122527248-122527351	122534663-122534784	Medulloblastoma
CHMP4A	24210654-24210768	24210347-24210483	24211410-24211592	Medulloblastoma
RNF167	4940873-4940993	4940082-4940230	4941076-4941157	Medulloblastoma
RNF167	4940923-4940993	4940119-4940230	4941076-4941157	Medulloblastoma
PGAP1	196842721-196842825	196833003-196841372	196843887-196844075	Medulloblastoma
SLC33A1	155833857-155834041	155833467-155833585	155842431-155842619	Medulloblastoma
MAPKAPK5-AS1	111840333-111840477	111839762-111840003	111841683-111841983	Medulloblastoma
LDAH	20790255-20790398	20774809-20774979	20801309-20801465	Medulloblastoma
FOXN2	48346201-48346751	48314636-48314814	48359046-48359147	Medulloblastoma
RPS3	75404020-75404207	75399514-75399577	75404671-75404855	Medulloblastoma
CDC45	19508530-19508691	19507765-19507864	19514748-19514784	Medulloblastoma
ATG4B	241655271-241655343	241654545-241654647	241666644-241666838	Medulloblastoma
FXYD6-FXYD2	117841148-117841184	117840318-117840368	117841790-117841865	Medulloblastoma
SMO	129209289-129209397	129208758-129208851	129210362-129210548	Medulloblastoma
DAP3	155729208-155729366	155727607-155727738	155731355-155731411	Medulloblastoma
C12orf4	4536017-4536082	4534156-4534302	4538408-4538508	Medulloblastoma
C12orf4	4536017-4536211	4534156-4534302	4538408-4538508	Medulloblastoma
CDH18	19981060-19981178	19838758-19839242	20255443-20255505	Medulloblastoma
ACSL4	109696144-109696196	109683135-109683552	109733138-109733198	Medulloblastoma
PRDX2	12801159-12801270	12799858-12801069	12801739-12801787	Medulloblastoma
ANKS1B	99806404-99806700	99782021-99782097	99812154-99812311	Medulloblastoma
PGM3	83175962-83176060	83174373-83174487	83178672-83178756	Medulloblastoma
MADD	47311732-47311842	47309506-47309612	47315219-47315327	Medulloblastoma
KDM5A	323082-323206	322416-322567	323599-323781	Medulloblastoma
COCH	30878811-30878944	30877335-30877728	30879422-30879485	Medulloblastoma
COX6C	99887490-99887618	99877864-99878265	99891907-99892047	Medulloblastoma
ADAL	43334945-43335170	43333310-43333434	43335695-43335826	Medulloblastoma
NCOA6	34776293-34776448	34768463-34768586	34782120-34782404	Medulloblastoma
CLVS2	123055806-123056026	123048621-123048732	123063673-123064467	Medulloblastoma
TPRKB	73732584-73732700	73731905-73732285	73737301-73737335	Medulloblastoma
TPRKB	73734528-73734591	73732162-73732285	73737301-73737375	Medulloblastoma
OTX2-AS1	56927569-56927718	56919640-56919692	56928879-56929039	Medulloblastoma
SLC43A2	1616562-1616630	1614978-1615034	1627714-1627911	Medulloblastoma
CWF19L2	107428799-107429451	107418193-107418287	107433633-107433749	Medulloblastoma
HERC1	63758175-63758369	63756436-63756748	63764095-63764191	Medulloblastoma
ERCC1	45420324-45420427	45416490-45416897	45421177-45421393	Medulloblastoma
MNAT1	60968229-60968397	60879713-60879835	60968558-60968680	Medulloblastoma
CACNA2D1	81983314-81983334	81982566-81982627	81991184-81991246	Medulloblastoma
PLEKHG5	6496493-6496569	6477528-6477658	6519444-6520009	Medulloblastoma
INTS6L	135570436-135570546	135569336-135569431	135572814-135573033	Medulloblastoma
ZFTA	63764038-63764598	63759891-63763869	63765806-63766304	Medulloblastoma
CLCN2	184353662-184353795	184353249-184353422	184354100-184354314	Medulloblastoma
OXCT1	41762111-41762200	41749526-41749607	41794002-41794078	Medulloblastoma
PPP2R1B	111753443-111753577	111752158-111752332	111754498-111754569	Medulloblastoma
MCRIP2	647417-647544	642119-642249	647782-647884	Medulloblastoma
LMNA	156137654-156137743	156137112-156137232	156138487-156138607	Medulloblastoma
CTDSP1	218402114-218402215	218401166-218401712	218402348-218402405	Medulloblastoma
UQCRH	46309897-46310044	46309100-46309127	46310154-46310316	Medulloblastoma
ACAA1	38129290-38129388	38127630-38127866	38131595-38131638	Medulloblastoma
DGUOK	73938910-73939022	73926825-73927052	73946718-73946906	Medulloblastoma
CTNND2	11098575-11098748	11082695-11082846	11110857-11111043	Medulloblastoma
LRR1	49603552-49603618	49602369-49602468	49607399-49608121	Medulloblastoma
ZMYM2	19970025-19970071	19959957-19960026	19993062-19993919	Medulloblastoma
PNKP	49862044-49862105	49861448-49861881	49862184-49862209	Medulloblastoma
ZNF573	37759047-37759139	37738286-37740194	37770004-37770097	Medulloblastoma
ATP1A2	160135434-160135602	160135144-160135295	160135838-160135993	Medulloblastoma
CYP27A1	218809577-218809767	218781748-218782437	218812221-218812421	Medulloblastoma
ABCC5	183985304-183985455	183983752-183984894	183987769-183987917	Medulloblastoma
