Gene	Exon_coord	Upstream_exon_coord	Downstream_exon_coord	Histology
HCFC2	104097611-104097691	104096359-104096433	104098342-104098480	Medulloblastoma
DNAJC24	31429483-31429606	31426286-31426355	31430270-31430703	Medulloblastoma
SLC1A2	35261670-35261740	35256951-35260965	35265526-35265758	Medulloblastoma
SLC1A2	35261670-35261862	35256952-35260965	35265526-35265758	Medulloblastoma
PEX5L	179900670-179900735	179898141-179898246	180036578-180036770	Medulloblastoma
CLASP1	121418622-121418729	121410865-121410969	121425138-121425306	Medulloblastoma
MSI2	57655695-57655744	57652098-57652161	57674971-57675126	Medulloblastoma
SRRM4	119144539-119144554	119130677-119130834	119145380-119145685	Medulloblastoma
CSPP1	67114329-67114370	67113804-67113862	67115913-67116122	Medulloblastoma
FBXO8	174256027-174256145	174241099-174241218	174259698-174259825	Medulloblastoma
TEX264	51681342-51681430	51674476-51674562	51684412-51684559	Medulloblastoma
SPDL1	169590753-169590829	169588534-169588575	169591047-169591224	Medulloblastoma
MSI2	57655695-57655744	57652098-57652161	57674917-57675126	Medulloblastoma
SGCE	94587778-94587812	94584979-94585515	94588688-94588732	Medulloblastoma
NDRG1	133255270-133255400	133254538-133254595	133256776-133256863	Medulloblastoma
NDUFAB1	23595429-23595638	23587196-23587319	23596122-23596303	Medulloblastoma
ALDH7A1	126594108-126594267	126593350-126593404	126595006-126595198	Medulloblastoma
ATP2B3	153559257-153559522	153558111-153558303	153559728-153559942	Medulloblastoma
TAX1BP1	27803109-27803180	27799964-27800090	27816348-27816394	Medulloblastoma
ENSG00000254319	2721490-2721592	2705214-2705286	2728329-2728417	Medulloblastoma
FANCA	89762638-89762793	89761948-89762022	89764889-89765066	Medulloblastoma
ENSG00000222000	98333441-98333503	98333213-98333304	98333922-98333971	Medulloblastoma
RELN	103473803-103473912	103471790-103472908	103482872-103482971	Medulloblastoma
MTA3	42698415-42698494	42697775-42697834	42704196-42704318	Medulloblastoma
RELN	103478389-103478524	103471792-103472908	103482872-103482971	Medulloblastoma
S100PBP	32847672-32847722	32829963-32830067	32853078-32853166	Medulloblastoma
DRAM2	111122616-111122643	111120515-111120693	111124741-111124881	Medulloblastoma
OTX2-AS1	56898268-56898345	56813182-56813469	56927568-56927718	Medulloblastoma
PAICS	56446357-56446377	56441662-56441860	56446694-56446873	Medulloblastoma
CFAP36	55520405-55520479	55519603-55519916	55522101-55522166	Medulloblastoma
MRPL27	50368838-50368867	50367887-50368298	50370031-50370099	Medulloblastoma
ADCK1	77900559-77900674	77899099-77899258	77907802-77907919	Medulloblastoma
ZBTB40	22452659-22452946	22451850-22452004	22489879-22490645	Medulloblastoma
ZNF680	64543707-64543802	64519877-64522500	64562924-64563022	Medulloblastoma
PRMT7	68356141-68356215	68355722-68355883	68356700-68356797	Medulloblastoma
MED4	48093548-48093687	48090351-48090418	48094953-48095068	Medulloblastoma
MED4	48093548-48093687	48090351-48090418	48095059-48095131	Medulloblastoma
LINC01128	847654-847806	829002-829104	851926-852094	Medulloblastoma
RPS17	82537922-82538042	82536755-82536881	82538305-82538371	Medulloblastoma
MAP1LC3B	87399598-87399686	87398814-87398870	87402174-87402281	Medulloblastoma
CAMLG	134743987-134744052	134738582-134738792	134750758-134751377	Medulloblastoma
PCBP1-AS1	70053731-70053792	70051044-70051305	70085546-70085573	Medulloblastoma
PSME3	42834094-42834256	42833548-42833673	42834343-42834376	Medulloblastoma
MAK	10779326-10779497	10775327-10775459	10784423-10784572	Medulloblastoma
HDX	84488024-84488132	84468471-84469575	84502341-84502453	Medulloblastoma
NRG2	139865549-139865625	139865114-139865173	139871720-139871841	Medulloblastoma
CHD1L	147272447-147272630	147272170-147272281	147275353-147275468	Medulloblastoma
PCBP1-AS1	70055656-70055910	70048708-70051305	70085546-70085624	Medulloblastoma
SLC25A25	128102080-128102115	128101308-128101396	128102369-128102481	Medulloblastoma
FCHSD2	72900257-72900328	72889828-72889945	72902542-72902638	Medulloblastoma
KCNIP2	101828819-101828846	101828626-101828696	101829074-101829199	Medulloblastoma
RALY	34065044-34065160	33993679-33994131	34072065-34072330	Medulloblastoma
VDAC3	42396656-42396680	42395083-42395133	42398711-42398864	Medulloblastoma
KDELR2	6482392-6482589	6474183-6474284	6483966-6484149	Medulloblastoma
HEXA	72370431-72370688	72356524-72356617	72375719-72375979	Medulloblastoma
INTS12	105702886-105703023	105699849-105700014	105703647-105703809	Medulloblastoma
ESRRG	216701425-216701509	216677327-216677491	216707358-216707486	Medulloblastoma
ZEB2-AS1	144518752-144518861	144518202-144518575	144519958-144520110	Medulloblastoma
CSDE1	114724288-114724335	114723882-114724002	114725220-114725333	Medulloblastoma
G3BP1	151787765-151787794	151786571-151786715	151790322-151790404	Medulloblastoma
NUF2	163328458-163328530	163328227-163328304	163328845-163328907	Medulloblastoma
KCNIP2	101828819-101828849	101828626-101828696	101829074-101829199	Medulloblastoma
TTTY14	18932743-18932841	18877067-18877205	19077044-19077330	Medulloblastoma
UNK	75792313-75792478	75784848-75784984	75809759-75809969	Medulloblastoma
LIMK2	31272845-31272916	31272673-31272704	31273451-31273507	Medulloblastoma
TBCD	82937846-82937959	82937270-82937360	82938048-82938136	Medulloblastoma
FAM86C1P	71793380-71793481	71791735-71791819	71796016-71796166	Medulloblastoma
PRORP	35126735-35126782	35122951-35124231	35127478-35127611	Medulloblastoma
UBE2F	238003368-238003527	237994743-237994809	238016565-238016630	Medulloblastoma
METTL6	15415498-15415583	15414020-15414162	15415771-15415860	Medulloblastoma
URI1	29971193-29971227	29942238-29942664	29985222-29985301	Medulloblastoma
ACACA	37289418-37289528	37284837-37284970	37299279-37299767	Medulloblastoma
UGP2	63862841-63862928	63857828-63857936	63882465-63882601	Medulloblastoma
KIF24	34319440-34319623	34311121-34311371	34329105-34329237	Medulloblastoma
NASP	45600385-45600457	45594693-45594773	45602254-45602365	Medulloblastoma
TRUB2	128315822-128315896	128315566-128315628	128317151-128317226	Medulloblastoma
VWF	6122725-6122966	6121173-6121338	6123141-6123196	Medulloblastoma
DDHD1	53103031-53103051	53093315-53093444	53103682-53103856	Medulloblastoma
C5orf22	31534959-31535051	31534271-31534417	31535743-31535893	Medulloblastoma
SLC35F5	113733365-113733403	113731583-113731648	113734585-113734673	Medulloblastoma
PEAR1	156904944-156904998	156904747-156904852	156905323-156905424	Medulloblastoma
APOLD1	12726297-12726373	12725916-12726096	12812260-12812440	Medulloblastoma
NT5C3A	33029629-33029714	33026816-33026915	33035933-33035988	Medulloblastoma
SRSF11	70230557-70230618	70228421-70228555	70231094-70231203	Medulloblastoma
ODF2L	86368636-86368722	86360425-86360536	86371017-86371153	Medulloblastoma
POU6F2	39006757-39006867	38977908-38978058	39085859-39086031	Medulloblastoma
ATRIP	48450493-48450575	48450036-48450170	48451728-48451899	Medulloblastoma
RAP1B	68641034-68641153	68610907-68611043	68648698-68648781	Medulloblastoma
PLXDC1	39126905-39127004	39109247-39109391	39139653-39139832	Medulloblastoma
LMBR1	156736493-156736615	156734176-156734257	156756392-156756465	Medulloblastoma
HSD17B4	119509430-119509494	119509140-119509244	119514980-119515046	Medulloblastoma
BRD9	883351-883450	881106-881182	883937-884070	Medulloblastoma
GPATCH8	44473725-44473759	44464471-44464544	44474828-44474903	Medulloblastoma
SERGEF	17846585-17846761	17788195-17788413	17878207-17878244	Medulloblastoma
TRIM36	115168967-115169086	115163517-115163752	115169607-115169730	Medulloblastoma
ZNF788P	12110634-12110694	12092467-12092470	12111245-12113048	Medulloblastoma
GRK4	3037374-3037511	3029200-3029409	3040571-3040727	Medulloblastoma
AMT	49418167-49418228	49417817-49417973	49418970-49419151	Medulloblastoma
KMT2C	152344187-152344255	152330600-152330739	152358586-152358675	Medulloblastoma
RALA	39697408-39697510	39696684-39696859	39706122-39706308	Medulloblastoma
GSDMB	39908958-39909042	39906110-39906987	39909755-39909924	Medulloblastoma
RAP1GDS1	98387436-98387503	98379016-98379163	98391951-98392080	Medulloblastoma
EBAG9	109563397-109563535	109560837-109560929	109564438-109565996	Medulloblastoma
PCCA	100154494-100154656	100111992-100112061	100154978-100155092	Medulloblastoma
ST18	52210030-52210117	52180121-52180312	52212078-52212109	Medulloblastoma
PPM1D	60656932-60657042	60656598-60656841	60662994-60664473	Medulloblastoma
AFMID	78192637-78192785	78190969-78191060	78202498-78202603	Medulloblastoma
BRIP1	61778673-61778778	61776400-61776562	61780260-61780401	Medulloblastoma
HFM1	91396293-91396405	91394092-91394402	91401011-91401109	Medulloblastoma
NEDD4L	58227830-58227907	58195652-58195733	58245426-58245508	Medulloblastoma
RNF212	1099716-1099927	1096764-1096839	1113355-1113541	Medulloblastoma
CCDC14	123956740-123956795	123948895-123949132	123961143-123961209	Medulloblastoma
CCDC77	405511-405564	389349-389486	411746-411978	Medulloblastoma
GOLGA2P7	84204600-84204691	84204425-84204516	84204786-84204975	Medulloblastoma
RIMS2	104015424-104015456	104014505-104014615	104041325-104041358	Medulloblastoma
SNHG29	16462833-16462941	16441073-16441130	16470301-16470350	Medulloblastoma
STX3	59797283-59797396	59795601-59795712	59800854-59802708	Medulloblastoma
PRCD	76545530-76545636	76543028-76543121	76553108-76553194	Medulloblastoma
DEAF1	679978-680074	679687-679816	680962-681045	Medulloblastoma
KANK1	735712-735780	734747-734835	738284-738504	Medulloblastoma
ENSG00000227733	148200531-148200633	148199994-148200094	148205623-148205692	Medulloblastoma
SEPTIN7P14	119543753-119543845	119528739-119528789	119550378-119550443	Medulloblastoma
SUOX	56001886-56001948	55997329-55997723	56002211-56002271	Medulloblastoma
PTPRD	8454580-8454594	8449724-8449837	8460410-8460571	Medulloblastoma
ENSG00000233968	19724927-19724981	19722329-19722588	19728404-19728550	Medulloblastoma
THCAT155	3489929-3490241	3485582-3489602	3491163-3491394	Medulloblastoma
PRDM8	80196013-80196124	80183880-80184055	80196351-80196419	Medulloblastoma
ELP4	31763411-31763549	31650114-31650221	31783392-31783632	Medulloblastoma
CEP164	117382796-117382942	117381700-117381868	117387202-117387412	Medulloblastoma
ZSCAN23	28435460-28435607	28432654-28435078	28443398-28443502	Medulloblastoma
ZSCAN23	28435859-28436343	28434451-28435078	28443398-28443480	Medulloblastoma
NRXN1	50925938-50925952	50922657-50922687	51027501-51029194	Medulloblastoma
TBC1D5	17622648-17622765	17518901-17518995	17623848-17623913	Medulloblastoma
PBRM1	52681704-52681820	52679582-52679723	52682091-52682233	Medulloblastoma
LINC00265	39763548-39763671	39733453-39734044	39767403-39767670	Medulloblastoma
CNTN4	2099274-2099649	2098865-2098978	2339177-2339233	Medulloblastoma
EDIL3-DT	84385888-84386055	84384492-84384599	84387821-84387936	Medulloblastoma
BLCAP	37521319-37521451	37517417-37519350	37527573-37527723	Medulloblastoma
CACNA1A	13241521-13241526	13235613-13235730	13245181-13245215	Medulloblastoma
INPP1	190359646-190359698	190343907-190343961	190360038-190360306	Medulloblastoma
ENSG00000279249	49287830-49287989	49287366-49287475	49289537-49289655	Medulloblastoma
MIR7-3HG	4770283-4770449	4769577-4769757	4772163-4772537	Medulloblastoma
PEX5L	179971594-179971660	179900672-179900735	180036578-180037035	Medulloblastoma
COMT	19967164-19967621	19964167-19964299	19968535-19968954	Medulloblastoma
PPIH	42668047-42668151	42667350-42667440	42676583-42676748	Medulloblastoma
SLCO2A1	133998648-133998786	133979480-133979618	134029706-134029925	Medulloblastoma
SELENOF	86887156-86887196	86880661-86880725	86903280-86903352	Medulloblastoma
ZNF329	58143105-58143198	58142556-58142661	58150751-58150787	Medulloblastoma
CLCC1	108962309-108962469	108950308-108950448	108963400-108963450	Medulloblastoma
STARD9	42673925-42673963	42669157-42669337	42674439-42674491	Medulloblastoma
ZNF334	46509605-46509751	46504613-46504740	46512539-46513559	Medulloblastoma
CACNA1A	13241521-13241526	13236448-13236618	13245181-13245215	Medulloblastoma
GPATCH8	44473725-44473759	44467096-44467114	44474828-44474903	Medulloblastoma
GAS2L3	100592374-100592449	100573722-100573785	100594874-100594922	Medulloblastoma
ENSG00000272578	23686838-23686995	23659875-23660000	23690231-23690491	Medulloblastoma
PVT1	128009590-128009718	127989161-127989291	128096517-128096654	Medulloblastoma
SLC9A5	67262212-67262289	67259819-67259946	67264351-67264522	Medulloblastoma
DAB1	57033386-57033433	57025980-57026043	57033522-57033573	Medulloblastoma
PKD2L1	100290401-100290519	100290014-100290138	100291300-100291427	Medulloblastoma
TBL1XR1	177079827-177079945	177053772-177053918	177197120-177197184	Medulloblastoma
TPH1	18042364-18042426	18040645-18040788	18046240-18046269	Medulloblastoma
FOXRED1	126274931-126275021	126273315-126273454	126275326-126275428	Medulloblastoma
SAE1	47180146-47180303	47169817-47169923	47197232-47197377	Medulloblastoma
SAE1	47180146-47180303	47169817-47169923	47203670-47203740	Medulloblastoma
NCALD	101852572-101852670	101719294-101719648	101915808-101915858	Medulloblastoma
SPG7	89548980-89549336	89548002-89548113	89550493-89550609	Medulloblastoma
POLDIP3	42601970-42602107	42599697-42599793	42602769-42603160	Medulloblastoma
ZNF266	9418766-9418895	9418504-9418631	9419050-9419299	Medulloblastoma
AFMID	78205603-78205738	78202702-78202751	78205945-78206050	Medulloblastoma
ECHDC1	127329822-127329882	127327001-127327144	127330808-127331030	Medulloblastoma
DNAH14	224961097-224961329	224960152-224960302	224964478-224964609	Medulloblastoma
ADNP	50918739-50918781	50903888-50904001	50928650-50928825	Medulloblastoma
NQO2	3004495-3004651	3003668-3003789	3006467-3006559	Medulloblastoma
MRPL55	228108437-228109021	228108246-228108321	228109260-228109290	Medulloblastoma
ENSG00000253503	82536236-82536405	82526044-82526098	82564181-82564215	Medulloblastoma
PTTG1IP	44865571-44865650	44865394-44865447	44873501-44873668	Medulloblastoma
C11orf54	93741963-93742141	93741682-93741728	93747296-93747448	Medulloblastoma
C11orf54	93741963-93742066	93741656-93741728	93747296-93747448	Medulloblastoma
CANX	179715937-179716000	179709872-179710065	179716104-179716294	Medulloblastoma
C11orf54	93741963-93742094	93741658-93741728	93747296-93747448	Medulloblastoma
TPTEP1	16614077-16614178	16601910-16602215	16637039-16637090	Medulloblastoma
MAN2A2	90903231-90903734	90902925-90902975	90904189-90904339	Medulloblastoma
PIK3CA	179233289-179233371	179230224-179230376	179234093-179235098	Medulloblastoma
RAB18	27531529-27531615	27526827-27526889	27532506-27532579	Medulloblastoma
CSRP2	76862810-76862959	76860283-76860413	76863175-76863344	Medulloblastoma
STAM	17672975-17673078	17660463-17660548	17688026-17688173	Medulloblastoma
LHX1-DT	36909456-36909571	36907062-36907539	36933203-36933243	Medulloblastoma
LHX1-DT	36927700-36927805	36907287-36907539	36933203-36933396	Medulloblastoma
MAPK10	86370714-86370867	86354529-86354644	86593909-86594110	Medulloblastoma
EML2	45618822-45618943	45617629-45617697	45619059-45619191	Medulloblastoma
GALNT14	31132630-31132712	30992837-30993007	31137957-31138055	Medulloblastoma
NFU1	69399239-69399382	69396119-69396290	69400363-69400538	Medulloblastoma
SMARCA2	2072032-2072067	2070432-2070471	2073211-2073247	Medulloblastoma
COA8	103571623-103571820	103562959-103563124	103587273-103587364	Medulloblastoma
ENSG00000256500	103574107-103574170	103562961-103563124	103587273-103587364	Medulloblastoma
ANGEL2	213013093-213013418	213008209-213008466	213015612-213015867	Medulloblastoma
ZSCAN18	58092450-58092568	58090232-58090386	58098173-58098231	Medulloblastoma
SHANK2	70501923-70501931	70492334-70492465	70502205-70502286	Medulloblastoma
FMNL2	152622537-152622557	152619577-152619718	152625437-152625562	Medulloblastoma
KCNJ15	38291606-38291747	38257045-38257185	38296925-38297023	Medulloblastoma
EZH2	148836822-148837000	148832633-148832750	148846496-148846598	Medulloblastoma
HNRNPC	21263667-21263829	21263310-21263336	21268622-21268668	Medulloblastoma
KCNIP2	101831072-101831167	101829074-101829199	101839752-101839872	Medulloblastoma
AGRN	1053461-1053493	1051727-1051815	1053752-1053977	Medulloblastoma
MYO9A	71847415-71847468	71830108-71830311	71848844-71848968	Medulloblastoma
IFT43	75986126-75986282	75985781-75985840	75988884-75988977	Medulloblastoma
PTPRD	8523513-8523524	8521276-8521546	8524924-8525035	Medulloblastoma
ACER3	76981797-76981922	76976288-76976341	76985642-76985724	Medulloblastoma
DNAJC13	132537158-132537266	132530997-132531097	132538175-132538508	Medulloblastoma
CARD8	48246075-48246381	48240961-48241063	48249522-48249633	Medulloblastoma
RAD54B	94432611-94432656	94411120-94411315	94458267-94458436	Medulloblastoma
CLEC16A	10972554-10972559	10971124-10971230	10972937-10973061	Medulloblastoma
NUP54	76134175-76134362	76124648-76124756	76144148-76144292	Medulloblastoma
NMNAT3	139572107-139572233	139560222-139561392	139573597-139573680	Medulloblastoma
STAG3L5P-PVRIG2P-PILRB	100353373-100353483	100353209-100353270	100355142-100355240	Medulloblastoma
APLP2	130123612-130123779	130122304-130122513	130126699-130126830	Medulloblastoma
SND1	128008034-128008144	127990946-127991056	128074501-128074690	Medulloblastoma
GRM8	126701757-126701827	126609361-126609498	126769864-126770065	Medulloblastoma
ABHD18	128001716-128001760	127984338-127984423	128008919-128008998	Medulloblastoma
CAMKMT	44549555-44549728	44390240-44390305	44704282-44704343	Medulloblastoma
POMT2	77279537-77279586	77278728-77278869	77279822-77279928	Medulloblastoma
SLC25A26	66304453-66305514	66263331-66263379	66346363-66346408	Medulloblastoma
